,name,song_id_x,song_name,genre,feature_id,danceability,energy,key_,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,number_sections,avg_duration,std_duration,std_loudness,std_tempo,number_keys
1287,Fleetwood Mac,5sVW3lrHfRnPYkTHHeaM7j,Spare Me a Little of Your Love - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5sVW3lrHfRnPYkTHHeaM7j227187,0.591,0.715,7.0,-8.406,1.0,0.0301,0.239,0.00696,0.323,0.827,95.145,227187.0,4.0,9,25.242956666666664,11.667889203692756,6.789023980743559,1.5530885715602696,2.0
1288,Fleetwood Mac,5T6oEvnj0EZgkEq9bV4clI,The World Keep on Turning,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5T6oEvnj0EZgkEq9bV4clI149027,0.736,0.221,0.0,-14.633,0.0,0.0878,0.839,0.0198,0.108,0.702,132.26,149027.0,4.0,7,21.289508571428573,13.839091489202398,2.7234777312070966,1.052827304610464,4.0
1289,Bruce Springsteen,5tdERSH4Mgu2dylN1rp3xr,Heaven's Wall,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5tdERSH4Mgu2dylN1rp3xr227907,0.577,0.91,11.0,-6.183,0.0,0.0319,0.00219,0.0284,0.353,0.965,120.179,227907.0,4.0,10,22.790680000000002,8.749401576209529,2.0067396442986816,0.19977957297426044,4.0
1290,JAY-Z,5Tl0HJvynZtKdSUMKbFVVX,Hard Knock Life (Ghetto Anthem),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5Tl0HJvynZtKdSUMKbFVVX238467,0.884,0.679,10.0,-5.857,0.0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467.0,4.0,14,17.03333357142857,7.069568399268261,0.5635562707748625,0.12652057557550245,7.0
1291,The Rolling Stones,5tSTWhMTSGAvbJsyUP79kf,Too Much Blood - Remastered,"album rock, british invasion, classic rock, protopunk, rock",5tSTWhMTSGAvbJsyUP79kf374240,0.592,0.909,6.0,-5.887,0.0,0.0512,0.0148,0.177,0.0571,0.479,116.439,374240.0,4.0,17,22.01411647058823,13.105985110838645,4.6403306114784035,1.2761090217117521,7.0
1292,Red Hot Chili Peppers,5TYQonY07iJP2ULhR4ptce,Mellowship Slinky in B Major,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",5TYQonY07iJP2ULhR4ptce239960,0.652,0.809,6.0,-11.623,0.0,0.0762,0.00295,0.00928,0.352,0.773,91.919,239960.0,4.0,11,21.814543636363638,8.787291896290089,0.8821041682456577,1.6693784363158535,6.0
1293,JAY-Z,5uKDKj6SNsK7hTzCQyHwYC,Squeeze First,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5uKDKj6SNsK7hTzCQyHwYC229973,0.905,0.711,5.0,-5.058,0.0,0.295,0.0303,0.0,0.0446,0.635,90.338,229973.0,4.0,8,28.746669999999995,18.58952339019558,7.649684620016323,0.0484176399377629,4.0
1294,Fleetwood Mac,5VBWZll59ggYjEl3taGHNm,Hellhound on My Trail - Take 1-Complete Master Version / Remix,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5VBWZll59ggYjEl3taGHNm125867,0.388,0.063,0.0,-16.075,1.0,0.039,0.953,0.00851,0.0996,0.286,65.824,125867.0,4.0,6,20.977783333333335,8.97368118921475,1.8723378701505768,2.7089261094881545,2.0
1295,Red Hot Chili Peppers,5vCK2zLPho1HZ9jTBNzMQ3,Animal Bar,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",5vCK2zLPho1HZ9jTBNzMQ3325160,0.562,0.669,2.0,-4.139,1.0,0.039,0.0733,0.000404,0.114,0.22,146.82,325160.0,4.0,14,23.225712142857144,8.49765780145798,10.148123424479106,1.7462908462739601,4.0
1296,The Rolling Stones,5VDpQALbVNz1IkpbedQoVO,We Had It All,"album rock, british invasion, classic rock, protopunk, rock",5VDpQALbVNz1IkpbedQoVO174013,0.498,0.348,0.0,-9.857,1.0,0.0305,0.678,0.0241,0.133,0.246,63.103,174013.0,4.0,10,17.401336,9.357082897692706,10.453680625608484,19.9492234460392,3.0
1297,Bruce Springsteen,5vG4yrocD3WZBMsUvtKJJL,Linda Let Me Be The One - Studio Outtake - 1975,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5vG4yrocD3WZBMsUvtKJJL264107,0.502,0.659,7.0,-7.402,1.0,0.025,0.11,0.00051,0.474,0.757,111.494,264107.0,4.0,12,22.00889083333333,8.414761037762434,5.582965847924462,1.3964569100101691,3.0
1298,Bruce Springsteen,5VJhCjNMfzxbsu4Z8x0Tmc,Frankie - Studio Outtake - 1982,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5VJhCjNMfzxbsu4Z8x0Tmc442000,0.544,0.667,10.0,-8.159,1.0,0.0246,0.00803,0.000865,0.102,0.625,107.638,442000.0,4.0,18,24.55555611111111,25.666429862555106,4.819919108493243,1.6716866370280958,8.0
1299,Bruce Springsteen,5vschfpax25JTbGq4I3hCE,Cautious Man,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5vschfpax25JTbGq4I3hCE236373,0.467,0.072,7.0,-17.925,1.0,0.0391,0.674,0.0,0.11,0.411,115.612,236373.0,4.0,14,16.883812857142857,10.228625982368102,7.470641257395732,2.9845820008470585,3.0
1300,Fleetwood Mac,5vVFqQihO5rGCN7VshfgIR,Sometimes,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5vVFqQihO5rGCN7VshfgIR324569,0.484,0.524,0.0,-12.879,1.0,0.0297,0.0456,0.214,0.0814,0.188,79.762,324569.0,4.0,10,32.456908,16.491544749833206,2.730334902127902,1.1601288051093492,3.0
1301,JAY-Z,5Vyw16U5k4bpGaRqfzyyMo,Change The Game,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5Vyw16U5k4bpGaRqfzyyMo187840,0.93,0.425,1.0,-6.242,1.0,0.28,0.0286,0.0,0.15,0.482,94.582,187840.0,4.0,9,20.8711,9.248641386441578,0.32404106392726073,0.05696441384271873,4.0
1302,Fleetwood Mac,5vyXqG0AQoTPG9ZslzZUf4,Storms,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5vyXqG0AQoTPG9ZslzZUf4331600,0.805,0.24,11.0,-16.428,0.0,0.0343,0.657,0.000232,0.112,0.32,106.802,331600.0,4.0,15,22.106660666666663,13.869331467844782,7.7804219851282275,0.3009923587069943,4.0
1303,Kanye West,5VzeI5JM2y9t21JwrWAnkH,Addiction,"chicago rap, rap",5VzeI5JM2y9t21JwrWAnkH267067,0.659,0.756,1.0,-8.318,0.0,0.165,0.185,0.0,0.252,0.551,115.389,267067.0,4.0,10,26.706712,31.439840307241386,8.505550188618672,0.8220890733031577,3.0
1304,Fleetwood Mac,5vZtkssngtvya9UpPoNaz6,The Way I Feel,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5vZtkssngtvya9UpPoNaz6162933,0.397,0.112,0.0,-18.962,1.0,0.034,0.958,0.00209,0.137,0.583,180.922,162933.0,4.0,7,23.276188571428573,12.105114413210405,4.654743745184404,1.67590679079374,3.0
1305,Fleetwood Mac,5W51OFnd8YkoPvl0yINEzP,Doesn't Anything Last - Acoustic Duet; 2013 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5W51OFnd8YkoPvl0yINEzP63147,0.628,0.12,4.0,-16.685,1.0,0.0404,0.926,0.0,0.111,0.271,87.281,63147.0,4.0,3,21.048866666666665,15.155160222291723,2.935661140754041,50.35395096050888,3.0
1306,JAY-Z,5wLYd2DPo20zEzB4Nk8vC1,Heart Of The City (Ain't No Love),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5wLYd2DPo20zEzB4Nk8vC1223240,0.606,0.943,6.0,-3.948,1.0,0.276,0.088,0.0039,0.342,0.802,171.027,223240.0,4.0,13,17.17231076923077,8.486531683813734,1.158036905439103,0.5472999810257329,6.0
1307,Fleetwood Mac,5WLyTdKPldPGy25lTpmURT,Landslide - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5WLyTdKPldPGy25lTpmURT200413,0.433,0.292,7.0,-15.157,0.0,0.0307,0.859,0.00105,0.191,0.505,160.202,200413.0,4.0,8,25.05166375,13.776921519201114,3.756208857630636,0.8233121153521872,4.0
1308,Fleetwood Mac,5wqtOvdY2hUQOkEMq33k1Y,What a Shame,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5wqtOvdY2hUQOkEMq33k1Y135649,0.552,0.53,9.0,-13.98,1.0,0.0485,0.144,0.901,0.0876,0.743,138.232,135649.0,4.0,4,33.9123,24.644438537054693,11.585378529278474,3.056989641242946,3.0
1309,Fleetwood Mac,5XbqL0tKcPPtUFZjGMfmup,Evenin' Boogie,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5XbqL0tKcPPtUFZjGMfmup162267,0.425,0.632,2.0,-6.754,1.0,0.0319,0.273,0.916,0.34,0.909,102.694,162267.0,4.0,6,27.044455,17.258151482385074,6.544343290201088,41.86618477841037,1.0
1310,Bruce Springsteen,5xqK2CfiscQLAXpNxomQMz,All The Way Home,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5xqK2CfiscQLAXpNxomQMz215440,0.419,0.911,5.0,-4.221,1.0,0.0375,0.00577,0.000295,0.113,0.69,143.872,215440.0,4.0,8,26.92998875,15.616140209857454,7.184243786628784,1.7697819074677001,2.0
1311,Fleetwood Mac,5Xuqdg5YKspLi862bT13hp,Go Your Own Way - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5Xuqdg5YKspLi862bT13hp219027,0.572,0.932,5.0,-6.395,1.0,0.0442,0.00528,0.0371,0.0835,0.657,136.041,219027.0,4.0,11,19.911512727272726,9.42604263168175,5.507990309953846,0.3935931909980109,3.0
1312,Red Hot Chili Peppers,5y7IfSDhBHFVnlGj1UrlA1,Detroit,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",5y7IfSDhBHFVnlGj1UrlA1226640,0.439,0.885,4.0,-4.679,1.0,0.0625,0.000277,0.00367,0.372,0.495,92.738,226640.0,4.0,9,25.182243333333332,16.189183894938928,3.0500023360646784,0.9370608452911559,4.0
1313,The Rolling Stones,5YBVKx51h8YouVHkpDM3A3,Following The River,"album rock, british invasion, classic rock, protopunk, rock",5YBVKx51h8YouVHkpDM3A3291693,0.292,0.512,7.0,-5.844,1.0,0.0275,0.724,8.2e-05,0.159,0.25,141.411,291693.0,4.0,15,19.446234666666665,7.2186192536947384,9.525186078922303,5.394415871992079,3.0
1314,Bruce Springsteen,5YBWXntTBc5P0NWS9hClHG,Let's Be Friends (Skin to Skin),"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5YBWXntTBc5P0NWS9hClHG258560,0.504,0.681,0.0,-6.148,1.0,0.0408,0.0394,0.0,0.056,0.91,204.233,258560.0,4.0,12,21.546680833333337,12.230454511498195,9.056445752009498,0.35455694717193126,4.0
1315,Bruce Springsteen,5yEVDOUz9C6un2lyoKcSRA,Be True - Single B-Side - 1981,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",5yEVDOUz9C6un2lyoKcSRA218867,0.324,0.95,9.0,-4.899,1.0,0.0587,0.00344,0.000178,0.272,0.795,171.741,218867.0,4.0,11,19.896971818181818,14.65469143224573,5.819705067503617,1.9392941921318636,3.0
1316,Fleetwood Mac,5YZ6vV7biriubVz5IvIMbz,Mission Bell,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5YZ6vV7biriubVz5IvIMbz153267,0.474,0.17,2.0,-17.768,1.0,0.0288,0.835,0.0336,0.0899,0.658,142.789,153267.0,4.0,7,21.89524714285714,13.191249294382892,7.101213638728041,1.9048948102441927,3.0
1317,JAY-Z,5z4G3lGpzJeI5kCi9xMvwt,The R. O. C. - Album Version (Edited),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5z4G3lGpzJeI5kCi9xMvwt250707,0.818,0.87,7.0,-5.801,1.0,0.31,0.0425,5.68e-06,0.0577,0.576,90.234,250707.0,4.0,10,25.070662,26.440013955105496,8.950746797521049,0.8224311453786785,3.0
1318,Fleetwood Mac,5Z85rdyYE3GXhOAhneCYaq,Running Through the Garden,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5Z85rdyYE3GXhOAhneCYaq273227,0.425,0.908,4.0,-3.055,0.0,0.0875,0.039,0.0,0.145,0.236,150.064,273227.0,4.0,13,21.017429230769228,10.197345603903058,5.037880159352742,0.43444823538686805,4.0
1319,Fleetwood Mac,5ZE05Ly9snGTj1KxXUExu7,Sugar Daddy - Early Take,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5ZE05Ly9snGTj1KxXUExu7246613,0.714,0.466,9.0,-12.061,1.0,0.0297,0.343,0.0387,0.177,0.724,122.014,246613.0,4.0,11,22.41938909090909,13.979447504353276,5.206411601442626,0.8960475433814881,4.0
1320,JAY-Z,5zes2uxTNuqNlO6toDTZN5,Primetime,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5zes2uxTNuqNlO6toDTZN5199240,0.662,0.923,11.0,-4.085,0.0,0.21,0.166,9.64e-06,0.31,0.469,84.99,199240.0,4.0,9,22.13778888888889,9.477139061769176,0.9750837143548242,0.6683634448744512,4.0
1321,JAY-Z,5ZfnOtWFFcqL5uCN7dMdcH,Where Have You Been - Album Version (Edited),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5ZfnOtWFFcqL5uCN7dMdcH333067,0.783,0.589,4.0,-5.698,0.0,0.383,0.0235,0.000627,0.134,0.532,81.566,333067.0,4.0,11,30.278780909090905,19.486093835225393,12.93939807789303,1.2285380742980652,7.0
1322,JAY-Z,5zGfPiAcPfRe7B3EZGzQvt,What They Gonna Do Pt. II,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",5zGfPiAcPfRe7B3EZGzQvt923653,0.615,0.832,0.0,-4.357,1.0,0.319,0.164,0.0,0.106,0.683,98.847,923653.0,4.0,35,26.39008942857143,14.384577008593359,3.0089822149271503,2.1614532467335774,9.0
1323,Red Hot Chili Peppers,5ZISTTuh3YIBtYsCvBKk5w,Torture Me,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",5ZISTTuh3YIBtYsCvBKk5w224507,0.28,0.947,6.0,-3.461,1.0,0.142,0.00442,0.000659,0.187,0.401,90.149,224507.0,3.0,5,44.901408,37.62645107736471,5.82781706130177,2.871484668250909,3.0
1324,Red Hot Chili Peppers,5zpQqzJeTUyLw5CYWzYM5t,Freaky Styley,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",5zpQqzJeTUyLw5CYWzYM5t529373,0.501,0.977,9.0,-5.421,0.0,0.0471,0.000559,0.721,0.0573,0.876,96.796,529373.0,4.0,19,27.86174789473684,18.714577675268306,1.2260000620092901,1.4413752874592511,6.0
1325,Kanye West,5zuoz1NBnpoHK6g5sbEH8F,See You In My Nightmares,"chicago rap, rap",5zuoz1NBnpoHK6g5sbEH8F258120,0.676,0.432,7.0,-8.035,0.0,0.0339,0.0626,0.0,0.103,0.156,124.597,258120.0,4.0,11,23.465454545454545,13.549711769212188,5.005925056643106,0.2733418439177649,5.0
1326,Fleetwood Mac,5ZwoapiOoajVUtLmj1BDBb,All over Again,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",5ZwoapiOoajVUtLmj1BDBb216507,0.448,0.333,4.0,-9.8,1.0,0.0282,0.867,3.76e-05,0.141,0.11,146.669,216507.0,3.0,14,15.464773571428571,5.65112357174504,8.059309846928038,2.6352669287406716,3.0
1327,Fleetwood Mac,60oCa2dL7559DXV0BZkGmK,Think About Me - 2/18/79,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",60oCa2dL7559DXV0BZkGmK163720,0.65,0.596,0.0,-9.603,1.0,0.025,0.0138,0.0448,0.222,0.869,117.201,163720.0,4.0,9,18.191105555555552,13.122301011890135,5.427034713153932,0.8181728797210956,3.0
1328,Bruce Springsteen,60xz8ZpEdA86PuMNohTvpM,Hungry Heart - Single LP Version - 1979,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",60xz8ZpEdA86PuMNohTvpM205533,0.637,0.893,7.0,-7.153,1.0,0.0273,0.097,0.00234,0.328,0.969,106.056,205533.0,4.0,9,22.837023333333335,9.8278973233037,10.897542716135598,0.6592257664193001,5.0
1329,JAY-Z,61EMdKE8HxRvMJmqOyZ7qi,Hova Song - Album Version/Intro,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",61EMdKE8HxRvMJmqOyZ7qi140867,0.614,0.732,4.0,-6.773,0.0,0.461,0.213,0.154,0.842,0.442,162.796,140867.0,4.0,6,23.47775333333333,13.527728616004486,5.3052313333162004,3.0029902208742985,4.0
1330,Fleetwood Mac,61MBXJsfCRJqKBU9Qq07HD,Lay It All Down,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",61MBXJsfCRJqKBU9Qq07HD269116,0.554,0.667,11.0,-8.928,0.0,0.0406,0.0827,0.132,0.154,0.216,144.587,269116.0,4.0,13,20.701215384615388,7.325518593115228,1.0673216478644103,1.19546371755901,4.0
1331,Fleetwood Mac,61u4sCid41UXx2YIAy0mf5,Never Going Back Again - Acoustic Duet,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",61u4sCid41UXx2YIAy0mf5139547,0.661,0.292,6.0,-13.548,1.0,0.0448,0.837,0.0287,0.106,0.84,174.925,139547.0,3.0,6,23.25776666666667,12.794350030488717,15.55624500214196,71.33330956970009,4.0
1332,The Rolling Stones,61UuPxxYUvacEH6SHIK3sU,Brown Sugar - Remastered,"album rock, british invasion, classic rock, protopunk, rock",61UuPxxYUvacEH6SHIK3sU228667,0.633,0.934,0.0,-3.594,1.0,0.0344,0.219,0.00021,0.0592,0.963,128.606,228667.0,4.0,13,17.58974,9.788401174823361,5.494850333931551,1.247815367876067,2.0
1333,Bruce Springsteen,62cFivJR4IOpaNytZ9X6UQ,Crush on You,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",62cFivJR4IOpaNytZ9X6UQ191093,0.517,0.988,8.0,-6.578,0.0,0.0648,0.0689,3.75e-05,0.445,0.349,130.763,191093.0,4.0,9,21.23258222222222,9.683455238692925,1.2628338172538776,0.7947242358900989,5.0
1334,Fleetwood Mac,62gVYQO3xzwYHg3tvyYWdG,Isn't It Midnight - 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",62gVYQO3xzwYHg3tvyYWdG253587,0.511,0.665,0.0,-8.529,0.0,0.0275,0.00162,0.173,0.247,0.52,145.964,253587.0,4.0,10,25.35867,15.81019689132091,3.6614814624684366,0.7735612882420281,5.0
1335,Kanye West,62KeM7jbmYvzT5FycdiQeS,Wake Up Mr. West,"chicago rap, rap",62KeM7jbmYvzT5FycdiQeS41067,0.728,0.303,10.0,-9.765,1.0,0.937,0.815,0.0,0.0657,0.681,73.121,41067.0,5.0,3,13.688886666666669,8.235439178728317,2.0922194754215764,2.2912704627200413,3.0
1336,JAY-Z,62ooTvljfhysGjIWmhpu9z,A Star Is Born,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",62ooTvljfhysGjIWmhpu9z226920,0.659,0.948,1.0,-1.667,0.0,0.302,0.0178,1.39e-05,0.357,0.458,110.345,226920.0,4.0,11,20.629093636363635,6.6403422359728905,0.7977840332047037,0.3851371420439945,4.0
1337,Bruce Springsteen,62Vo9XI7EBbop77Wl4QoQ9,We Shall Overcome,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",62Vo9XI7EBbop77Wl4QoQ9290920,0.288,0.454,10.0,-10.488,1.0,0.0284,0.518,6.76e-05,0.115,0.363,105.297,290920.0,4.0,19,15.311574210526317,6.122552399991105,4.885738189360003,24.217200937586938,4.0
1338,Kanye West,62wtttQzoIA9HnNmGVd9Yq,Two Words,"chicago rap, rap",62wtttQzoIA9HnNmGVd9Yq266213,0.442,0.807,6.0,-4.753,1.0,0.265,0.0158,6.43e-06,0.217,0.446,84.649,266213.0,4.0,9,29.579238888888888,23.14702436936789,3.008829455858947,2.2563936811745555,5.0
1339,JAY-Z,637A7SaHyjxQEHyUMb30hx,Off That,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",637A7SaHyjxQEHyUMb30hx246507,0.564,0.929,1.0,-3.839,1.0,0.275,0.279,0.0,0.149,0.808,110.539,246507.0,4.0,12,20.542224166666667,10.911156100616768,5.503551952231312,3.111823448437013,5.0
1340,Bruce Springsteen,63ge5ihHVtpxiY7Hpfm1sR,We Are Alive,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",63ge5ihHVtpxiY7Hpfm1sR334213,0.608,0.551,0.0,-11.12,1.0,0.0313,0.202,5.86e-05,0.177,0.557,122.016,334213.0,4.0,11,30.38302,15.944608354700973,14.041239497216113,0.26127564684899945,2.0
1341,The Rolling Stones,63I05wfNrImvTufyFjZweu,New Faces - Remastered,"album rock, british invasion, classic rock, protopunk, rock",63I05wfNrImvTufyFjZweu171760,0.531,0.48,2.0,-10.536,1.0,0.0268,0.357,0.0,0.333,0.664,110.446,171760.0,3.0,8,21.4699975,13.737502200843968,4.04006716484127,2.340572869436635,3.0
1342,Kendrick Lamar,63OYaVrz3LIarx3l2DxCKD,Chapter Ten,"conscious hip hop, hip hop, rap, west coast rap",63OYaVrz3LIarx3l2DxCKD75535,0.515,0.738,11.0,-6.391,0.0,0.215,0.0355,0.000373,0.287,0.541,135.772,75535.0,4.0,4,18.883775,7.113945020111323,0.5638383338038188,3.378610414554078,3.0
1343,Fleetwood Mac,63uA8dwS8weZlgGrF9PiK8,Down Endless Street - 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",63uA8dwS8weZlgGrF9PiK8268827,0.787,0.691,2.0,-9.696,1.0,0.0297,0.15,0.00232,0.0724,0.962,121.473,268827.0,4.0,10,26.882665000000003,22.739445265930524,8.529054627826252,0.48155484284416256,3.0
1344,JAY-Z,644MFjfIMaBayYEEAb3gjb,Success,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",644MFjfIMaBayYEEAb3gjb210267,0.527,0.885,5.0,-0.938,0.0,0.333,0.238,0.0,0.101,0.842,88.964,210267.0,4.0,7,30.03809857142857,23.146191373165788,5.872473519573778,33.61465905353964,5.0
1345,The Rolling Stones,64cSND3LNJY0GeK2zy0QLJ,Thru and Thru - Remastered,"album rock, british invasion, classic rock, protopunk, rock",64cSND3LNJY0GeK2zy0QLJ361093,0.386,0.316,9.0,-9.595,1.0,0.0308,0.722,1.22e-05,0.0862,0.191,83.51,361093.0,4.0,12,30.091104166666668,30.43894391819062,6.0858363055441105,3.517338753815289,5.0
1346,Fleetwood Mac,64GvOe3KAqkkHUuxf1i7k0,Blue Monday (Jam) - 2016 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",64GvOe3KAqkkHUuxf1i7k092184,0.516,0.548,4.0,-8.909,1.0,0.0311,0.659,0.0,0.261,0.703,125.689,92184.0,3.0,5,18.436896,9.228128484047023,2.4704319865157185,2.5692964601228843,3.0
1347,The Rolling Stones,64H4Awx3ISACkC86fQma9q,Rock And A Hard Place,"album rock, british invasion, classic rock, protopunk, rock",64H4Awx3ISACkC86fQma9q324880,0.595,0.96,9.0,-4.155,0.0,0.0493,0.00842,0.000116,0.1,0.836,129.065,324880.0,4.0,11,29.53453636363637,17.36406087683827,5.0640794496855275,0.8768451402613869,6.0
1348,The Rolling Stones,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,"album rock, british invasion, classic rock, protopunk, rock",657o30OsXhfnfi3IoWHprm210560,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,210560.0,4.0,12,17.546666666666667,6.385679303984294,0.9156335610831543,1.9678485309873508,3.0
1349,The Rolling Stones,668YgsnvdNBHfRscNIBS31,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,"album rock, british invasion, classic rock, protopunk, rock",668YgsnvdNBHfRscNIBS31307440,0.616,0.957,9.0,-3.966,1.0,0.0508,0.501,0.0115,0.318,0.778,128.517,307440.0,4.0,16,19.215004375000003,9.66573954262026,4.4118198512631945,1.3163806297951972,2.0
1350,Bruce Springsteen,66eN98NAddYEvGrah3Ut9S,A Good Man Is Hard To Find (Pittsburgh) - Studio Outtake - 1982,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",66eN98NAddYEvGrah3Ut9S194560,0.298,0.426,2.0,-11.048,1.0,0.0451,0.22,0.0,0.179,0.516,203.258,194560.0,4.0,9,21.617787777777778,12.253472770906395,3.55962069608547,3.130550630480205,2.0
1351,Kanye West,66Q3fAmSX5eHamgbKa9alP,Real Friends,"chicago rap, rap",66Q3fAmSX5eHamgbKa9alP251573,0.441,0.744,6.0,-6.248,0.0,0.476,0.262,0.000382,0.138,0.124,81.396,251573.0,4.0,8,31.446662500000002,27.158486099346423,7.073024154944515,10.603548401192333,5.0
1352,The Rolling Stones,66ViZwmer5nrWGOraKP5zH,The Boudoir Stomp,"album rock, british invasion, classic rock, protopunk, rock",66ViZwmer5nrWGOraKP5zH315852,0.62,0.591,2.0,-12.908,1.0,0.0583,0.432,0.91,0.102,0.812,132.329,315852.0,4.0,11,28.713854545454545,27.479295377627267,12.265505215848224,1.4778328359151742,3.0
1353,JAY-Z,68WCiBa9dfDU5PBhTl6MYe,Brooklyn's Finest,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",68WCiBa9dfDU5PBhTl6MYe275640,0.495,0.715,6.0,-8.855,1.0,0.497,0.135,1.04e-06,0.0748,0.742,189.876,275640.0,4.0,13,21.203072307692306,12.508244491820953,6.364284168259537,2.9203196874525643,4.0
1354,Fleetwood Mac,69oIlRsdprATTYApOu10kT,Searching for Madge - 2013 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",69oIlRsdprATTYApOu10kT416641,0.323,0.601,11.0,-16.992,1.0,0.0462,0.0102,0.795,0.201,0.394,101.866,416641.0,4.0,13,32.049339230769235,39.93720867349781,6.452604549665118,3.3831007473421044,6.0
1355,The Rolling Stones,69q2Yk1JC0e05kask9mTZe,Luxury - Remastered,"album rock, british invasion, classic rock, protopunk, rock",69q2Yk1JC0e05kask9mTZe301240,0.567,0.95,0.0,-4.742,1.0,0.0428,0.251,0.00502,0.643,0.757,129.222,301240.0,4.0,12,25.103328333333334,16.799149482974013,4.6799699194513735,1.2028202559741925,2.0
1356,Kanye West,69TBeUU01dxrQKZYEzKaVE,Cold.1 - Album Version (Edited),"chicago rap, rap",69TBeUU01dxrQKZYEzKaVE216213,0.671,0.888,4.0,-4.094,0.0,0.0831,0.0017,0.0,0.239,0.612,106.705,216213.0,5.0,11,19.65576,8.593058626347199,0.5364117482273891,0.11814082505829708,3.0
1357,Fleetwood Mac,6A50fZShl55KnuFNeU9ojl,Shake Your Moneymaker - Master Version with Studio Talk,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",6A50fZShl55KnuFNeU9ojl193627,0.422,0.85,6.0,-8.508,0.0,0.0489,0.416,0.00171,0.399,0.888,101.544,193627.0,4.0,8,24.20333125,15.117902742230049,3.982315942747027,1.6750726583388196,4.0
1358,Fleetwood Mac,6a6mGXpnKQznpxuiUfEiNN,If It Ain't me (GK Edit) [Demo] [Remastered],"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",6a6mGXpnKQznpxuiUfEiNN152595,0.559,0.804,1.0,-3.117,0.0,0.0498,0.514,0.798,0.124,0.898,116.399,152595.0,4.0,9,16.955007777777777,7.591718211251287,0.4750131577124995,0.6809729151083157,5.0
